Population,Longitude,Latitude,Country,TotalPositiveCases,TotalDeaths,PositiveCasesPerMillion,DeathsPerMillion,Continent
126190788,-99.1331785,19.4326296,Mexico,349396,39485,2768.7916490385974,312.89922684372175,America
2706049,28.5670941,47.28796079999999,Moldova,21115,695,7802.889009031248,256.8320085852104,Europe
38682,7.4276832,43.7323492,Monaco,109,5,2817.848094721059,129.25908691381002,Europe
3170208,103.8499736,46.825038799999994,Mongolia,287,0,90.53033744158112,0.0,Asia
622227,19.518099199999998,42.9868853,Montenegro,1861,32,2990.8698915347613,51.428176533644475,Europe
4900,-62.19168440000001,16.7417041,Montserrat,12,1,2448.9795918367345,204.08163265306123,America
36029138,-7.3362482,31.1728205,Morocco,17562,276,487.43880577992184,7.660466370302836,Africa
29495962,34.9144977,-19.302232999999998,Mozambique,1507,11,51.091739269259975,0.3729324034252553,Africa
53708395,95.9999652,17.1750495,Myanmar,341,6,6.349100545640956,0.11171437910218691,Asia
2448255,17.323110699999997,-23.2335499,Namibia,1344,4,548.9624242572771,1.633816738860944,Africa
28087871,84.0917139,28.108392900000002,Nepal,17844,40,635.2920091380369,1.4241022397176346,Asia
17231624,5.7480820999999995,52.500169799999995,Netherlands,51910,6130,3012.4844878230865,355.74128126286877,Europe
284060,164.55660583077983,-20.4542886,New Caledonia,22,0,77.4484263887911,0.0,Oceania
4841000,172.83440769999999,-41.5000831,New Zealand,1205,22,248.91551332369343,4.54451559595125,Oceania
6465513,-85.29369109999999,12.609015699999999,Nicaragua,3147,99,486.73631929902547,15.312010044678589,America
22442948,9.323843199999999,17.7356214,Niger,1105,69,49.2359559893825,3.0744624101967353,Africa
195874740,7.999972099999999,9.6000359,Nigeria,37225,801,190.04492360781182,4.089348121151303,Africa
2082958,21.7168387,41.617121399999995,North Macedonia,9249,432,4440.319968045444,207.39736470922603,Europe
5311916,11.52803643954819,64.5731537,Norway,9028,255,1699.575068581657,48.0052771918833,Europe
4829483,57.00369010000001,21.000028699999998,Oman,68400,326,14163.006682081706,67.50204939120813,Asia
212215030,71.247499,30.3308401,Pakistan,266096,5639,1253.8979920507986,26.572104718501798,Asia
4862979,35.27386547291496,31.94696655,Palestine,10520,66,2163.2830411153327,13.57192782448783,Asia
4176873,-81.1308434,8.559559,Panama,54426,1127,13030.321965738485,269.81907278483214,America
8606316,144.2489081,-5.6816069,Papua New Guinea,19,0,2.207680963608587,0.0,Oceania
6956071,-58.169344499999994,-23.3165935,Paraguay,3748,33,538.8099115147043,4.744057385268207,America
31989256,-75.0458515,-6.8699697,Peru,357681,13384,11181.285366561824,418.39047460184753,America
106651922,122.7312101,12.750348599999999,Philippines,68898,1835,646.0080485000542,17.20550333823332,Asia
37974750,19.134422,52.215933,Poland,40383,1627,1063.4171390200067,42.84425835588121,Europe
10283822,-7.889626299999999,40.0332629,Portugal,48771,1691,4742.497487801714,164.43302888750893,Europe
2781677,51.2295295,25.3336984,Qatar,107037,159,38479.30582882197,57.159763696503944,Asia
19466145,24.6859225,45.98521289999999,Romania,38139,2038,1959.2477092922095,104.69458642170805,Europe
145734038,97.7453061,64.6863136,Russia,777486,12427,5334.965054629173,85.27177432632452,Europe
12301939,30.064435800000002,-1.9646631,Rwanda,1629,5,132.4181496916868,0.40643999291493804,Africa
52441,-62.6725973,17.250512,Saint Kitts and Nevis,17,0,324.1738334509258,0.0,America
181889,-60.975035999999996,13.8250489,Saint Lucia,23,0,126.45074743387451,0.0,America
110210,-61.2765569,12.90447,Saint Vincent and the Grenadines,50,0,453.67933944288177,0.0,America
33785,12.458306,43.945862299999995,San Marino,716,42,21192.837057865916,1243.1552464111292,Europe
211028,6.964871799999999,0.8875497999999999,Sao Tome and Principe,746,14,3535.0759140967075,66.34190723505886,Africa
33699947,42.352832799999995,25.624261800000003,Saudi Arabia,253349,2523,7517.786303936918,74.86658658543291,Asia
15854360,-14.452961199999999,14.475060699999998,Senegal,8948,170,564.3873357234224,10.722602489157556,Africa
6982604,21.07657433209902,44.02432285,Serbia,21253,482,3043.706903613609,69.02868901057542,Europe
96762,55.45401460000001,-4.6574976999999995,Seychelles,108,0,1116.140633719849,0.0,Africa
7650154,-11.8400269,8.6400349,Sierra Leone,1711,66,223.655628370357,8.627277307097348,Africa
5638676,103.81949920000001,1.357107,Singapore,48035,27,8518.843785314142,4.788358118111415,Asia
40654,4.9237307,50.8381331,Sint Maarten,79,15,1943.2282186254736,368.9673832833177,America
5453014,19.4528646,48.74115220000001,Slovakia,1980,28,363.1019469232978,5.134775006996131,Europe
2073894,14.4808369,45.813311299999995,Slovenia,1953,111,941.7067603262269,53.522504043118886,Europe
15008154,49.083416,8.3676771,Somalia,3130,93,208.55329709436617,6.19663151111056,Africa
57779622,24.991639000000003,-28.816623600000003,South Africa,373628,5173,6466.432058001349,89.52983458424148,Africa
51171706,127.69611880000001,36.638391999999996,South Korea,13816,296,269.99295274619146,5.7844465846028275,Asia
10975920,29.6667897,7.8699430999999995,South Sudan,2211,45,201.44097260184114,4.099884109942492,Africa
46796540,-4.838064900000001,39.3262345,Spain,264836,28422,5659.307290667216,607.3525948713303,Europe
21670000,80.7137847,7.555494199999999,Sri Lanka,2730,11,125.98061836640515,0.5076142131979695,Asia
41801533,29.4917691,14.584444400000002,Sudan,10992,693,262.9568633284334,16.578339363774052,Africa
575991,-56.07711870000001,4.1413025,Suriname,1079,21,1873.2931590944997,36.45890300369276,America
10175214,14.5208584,59.67497120000001,Sweden,78048,5639,7670.40378708497,554.1898185138907,Europe
8513227,8.231973599999998,46.7985624,Switzerland,33547,1687,3940.5738857897245,198.16222450076805,Europe
16945057,39.0494106,34.6401861,Syria,522,29,30.8054437350078,1.7114135408337665,Asia
23726460,120.8353631381752,23.59829785,Taiwan,455,7,19.17690207473007,0.29502926268815494,Asia
9100837,70.8156541,38.62817329999999,Tajikistan,6921,57,760.4795031489961,6.263160190650596,Asia
69428524,100.83273,14.8971921,Thailand,3255,58,46.88274807628058,0.8353915171810364,Asia
1267972,125.83757560000001,-8.5151979,Timor Leste,24,0,18.927862760376414,0.0,Asia
7889094,1.0199764999999998,8.7800265,Togo,783,15,99.25094060230491,1.9013590153698259,Africa
1389858,-60.9821067,10.8677845,Trinidad and Tobago,137,8,98.57122094487352,5.755983704810132,America
11565204,9.400138,33.8439408,Tunisia,1381,50,119.40991270019967,4.32331327661838,Africa
82319724,34.9249653,38.959759399999996,Turkey,220572,5508,2679.455047735583,66.9098453245543,Asia
37665,-71.62017829999999,21.7214683,Turks and Caicos islands,81,2,2150.537634408602,53.099694676755604,America
42723139,32.2166578,1.5333553999999998,Uganda,1069,0,25.021569693181956,0.0,Africa
44622516,31.2718321,49.4871968,Ukraine,59493,1498,1333.2506844750753,33.57049611456244,Europe
9630959,53.999482900000004,24.0002488,United Arab Emirates,57193,340,5938.4532734486775,35.30281875356338,Asia
66460344,-3.2765752999999997,54.702354500000006,United Kingdom,295372,45312,4444.33450419697,681.7900310597249,Europe
55572000,35.7878438,-6.5247123,United Republic of Tanzania,509,21,9.159288850500252,0.3778881451090477,Africa
326687501,-100.4458825,39.7837304,United States,3844886,140724,11769.308553987194,430.76028182663777,America
3449299,-56.0201525,-32.8755548,Uruguay,1064,33,308.4684743189848,9.567161327562498,America
32955400,63.9528098,41.32373,Uzbekistan,17590,92,533.7516765082505,2.7916517475133062,Asia
28870195,-66.1109318,8.0018709,Venezuela,12334,116,427.2226079525961,4.017984637789943,America
95540395,108.42651129999999,13.2904027,Vietnam,373,0,3.904107786031238,0.0,Asia
597339,-13.7667848,24.1797324,Western Sahara,766,1,1282.353906240845,1.6740912614110246,Africa
29787955,47.8915271,16.3471243,Yemen,1619,447,54.35082737301033,15.006065371053502,Asia
17351822,27.5599164,-14.5186239,Zambia,3326,120,191.6801590057805,6.915700264790638,Africa
14439018,29.746841399999997,-18.4554963,Zimbabwe,1713,26,118.63687682915834,1.8006764725966822,Africa
